id	value
RICHARD	3
RICHER?	3
RICHEST	3
RICHTIGEN	1
RICIPROCAL.	1
RICK	3
RID	14
RID!	1
RIDDANCE&#8221;	1
RIDDANCE”	8
RIDE	2
RIDICULED
BY	1
RIDICULES	6
RIDICULOUS	5
RIDICULOU…	1
RIDING	2
RIESIGE	1
RIFIUTO	1
RIFTS	3
RIGGED	2
RIGGED.	2
RIGGING	1
RIGHT	110
RIGHT
❕	1
RIGHT!	7
RIGHT"	2
RIGHT,	14
RIGHT-RESPONSIBLE	1
RIGHT-WING	5
RIGHT.	15
RIGHT.

RT	4
RIGHT....YOU	1
RIGHT...KEEP	1
RIGHT:	2
RIGHT:
TRUMP	5
RIGHT?	11
RIGHTS	26
RIGHTS,	3
RIGHTWING	1
RIHANNA	1
RIIIIGHT!	2
RING	2
RINGS	1
RINGTONE...NEEDLESS	1
RINK	1
RINO	1
RINO'S	1
RINOS,	1
RIOTS-NOW	1
RIP	4
RIPPED	2
RIPPER	1
RIPPING	5
RIPPLE	1
RIPS	1
RISE	7
RISE
2)	1
RISE,	1
RISK	5
RISK,ALSO	2
RISK.	1
RISK:
HTTPS://T.CO/JMFMPDA5D9	1
RIVALS	1
RIVELLO	1
RIVER	4
RIVER.	1
RIVETED	1
RIVETER	3
RI…	1
RLLY	1
RN.	1
RNC	2
RNC/SPICER	1
ROAD	4
ROADMAP—WE	3
ROADRUNNER	1
ROAM;	1
ROASTED	1
ROASTING	1
ROB	1
ROBAN	1
ROBBER	1
ROBBERS	1
ROBERT	47
ROBERTS	4
ROBO	2
ROBO-CALLS	1
ROCK	2
ROCK'N'ROLL	1
ROCK.	5
ROCKED	1
ROCKET	9
ROCKS	2
ROCKS.	1
ROCKY	3
ROCKY.	1
RODGERS	1
RODMAN	1
RODRIGO	1
ROFL...	1
ROGER	15
ROGERS	1
ROGUE	1
ROGUE,	1
ROI	1
ROLE	11
ROLE

TRUMP	1
ROLE🚨#PLANTIFF	2
ROLL	5
ROLL,	1
ROLLBACK	1
ROLLED	1
ROLLIN!!!!🙏DO	1
ROLLING	2
ROLLS	16
ROMANCE	1
ROMANS	1
ROMNEY	2
ROMNEY'S	2
ROMNEY.	1
RONALD	7
ROOM	9
ROOM,	1
ROOM.	14
ROONEY	1
ROSE,	1
ROSEANNE"	2
ROSEN	3
ROSIE	5
ROSNER	1
ROSS	1
ROSS.	1
ROSS.|	1
ROSTRO	1
ROTEM	1
ROTTEN,	1
ROUGH	1
ROUGHLY	4
ROUND	7
ROUNDING	1
ROW	4
ROWLING	3
ROY	1
ROYAL	1
RO…	1
RRACHEL	1
RRAL	1
RRT:	1
RT	9411
RT!	1
RT)	1
RT,	2
RT-	1
RT-WAS	1
RT.	4
RTS	2
RTS,	1
RTS?	4
RT…	6
RU	1
RUB	2
RUB.	1
RUBBER	2
RUBBER-STAMPS	1
RUBBLE...	1
RUBIO'S.	1
RUBIO,	2
RUBLES...	1
RUCKER	1
RUDE	8
RUDE,	2
RUDE.	3
RUDENESS	18
RUG.TRUMP.	1
RUGGERO	1
RUIN	3
RUINED	4
RUINING	3
RUJUKAN	2
RULE	8
RULE,	2
RULE.…	4
RULED	10
RULES	7
RULING	7
RULING,	2
RULING.	29
RULINGS	1
RULIN…	1
RUMMY,	1
RUMORS	3
RUMORS"	1
RUMORS…	1
RUMOR…	1
RUN	39
RUN,	1
RUN.	1
RUNAWAY	3
RUNNER-UPS!	1
RUNNING	28
RUNNING SCARED!	1
RUNS	33
RUPERT	2
RUQUIER	1
RURAL	8
RUSSIA	66
RUSSIA

#TRUMPRUSSIA	1
RUSSIA
BUT	3
RUSSIA
NO	3
RUSSIA!	4
RUSSIA"	3
RUSSIA'S	7
RUSSIA+	1
RUSSIA,	18
RUSSIA-BACKED	1
RUSSIA-ENTITIES,	4
RUSSIA-RELATED	51
RUSSIA.	49
RUSSIA..SANC/EASTERN	1
RUSSIA.NO	1
RUSSIA/PUTIN.	1
RUSSIA:	1
RUSSIA;	4
RUSSIA?	3
RUSSIA?”

BANNON:	2
RUSSIAN	141
RUSSIAN,	5
RUSSIAN-EMIGRE	1
RUSSIAN-INSTALLED	4
RUSSIAN/CHINESE	6
RUSSIANS	16
RUSSIANS,	1
RUSSIANS.	1
RUSSIASANCTIONS	1
RUSSIA’S	1
RUSSIA…	1
RUSSI…	29
RUSSOPHILE	2
RUSS…	1
RUST	1
RUTHLESS	2
RU…	1
RW	1
RWNJ	3
RYAN	34
RYAN!	1
RYAN!
WE	1
RYAN,	1
RYAN-MITCH	1
RYAN.	2
RYAN/TRUMP/CONWAY	1
RYANCARE,	1
RYNO	1
RÉACTION	1
RÉACTIONS	4
RÉCORD	1
R…	4
S	2
S----STORM	1
S.	1
S.O.S	1
SA	1
SABE	1
SABENDO	1
SABOTAGE	3
SABOTAGE:	1
SABOTAGED	1
SABÍA:	1
SACHEN	1
SACHS	5
SACK	1
SACKING	1
SACRIFICE	1
SACRIFICED	1
SACUDE	11
SAD	43
SAD
THAT	2
SAD!	22
SAD!!!	1
SAD,	2
SAD.	4
SAD...	3
SAD:	1
SADAP	2
SADISTIC	3
SADLY	1
SADLY,	1
SAFE	6
SAFE"	4
SAFE.	1
SAFER	2
SAFER?
TRUMP'S	1
SAFESPACES	1
SAFETY	14
SAGGIREX	1
SAID	175
SAID,	9
SAID.	1
SAID...	2
SAID...*THUMBS	1
SAINT	4
SAINT.	1
SAISON	1
SAKE	1
SAKE,	1
SAKE.	1
SAK…	1
SALAD	1
SALARY	13
SALARY,	1
SALARY.	3
SALE	2
SALES	3
SALESFORCE	1
SALESMAN	1
SALLAMADI	1
SALON	1
SALONS	1
SALTILLO	1
SALTS	1
SALTY	1
SALUDO	5
SALUTES	1
SALVO	1
SALÓN	1
SAM	3
SAME	89
SAME!	1
SAME.	3
SAMPLE	18
SAMSUNG	1
SAM…	3
SAN	7
SANCTIONS	7
SANCTUARY	14
SAND	1
SANDERS	6
SANDERS'	2
SANDERS,	2
SANDERS.	1
SANDERS?	28
SANDWICHES	1
SANDY	3
SANE	3
SANITY	1
SANITY.	1
SANTA	1
SANTA…	1
SAPIR	1
SAPIR'S	1
SAPIR,	4
SAPIR–ONE	1
SARAH	3
SASHA.
P…	1
SAT	47
SATCHEL	3
SATER	1
SATER,	1
SATINS	1
SATIRE	2
SATIRICAL	2
SATISFY	2
SATTER	1
SATURDAY	15
SATURDAY,	1
SATURDAY.	18
SAUDI	14
SAUDI-ISLAMIST	1
SAUDIS	2
SAUDIS
.
MORE	1
SAUDIS…	4
SAVAGE	3
SAVAGED	16
SAVAGING	3
SAVE	33
SAVED	23
SAVED,	1
SAVING	4
SAVINGS	1
SAVIOR	3
SAVUNMA	3
SAVVY	1
SAW	18
SAY	160
SAY!	1
SAY,	3
SAY.	1
SAYA	2
SAYESINDE	2
SAYING	109
SAYING..OH	1
SAYS	233
SAYS,	3
SAYS.	7
SAYS...	1
SAYS.....ART	1
SAYS:	16
SAYWHAT-POLITICS:ANGELA	1
SAĞLADIĞI	3
SA…	4
SB	1
SBS	2
SCALE.	1
SCALIA'S	1
SCALING	13
SCAM	3
SCAM-ALWAYS	1
SCAM-I	1
SCAM.	1
SCAMS

ALEX	1
SCANDAL	43
SCANDAL!!!	2
SCANDAL,	1
SCANDAL-PRONE	33
SCANDAL.	1
SCARED	16
SCARES	2
SCARIER,	1
SCARIEST	18
SCARY	8
SCARY!	1
SCARY,HAS	1
SCARY.	5
SCATHING	1
SCENARIO	1
SCENE.	13
SCENE.TERRIFYING.SHAVE	1
SCENE.]	2
SCEPTICISM.	1
SCHEDULE	17
SCHEDULE!	7
SCHEDULE"	14
SCHEDULED	2
SCHEDULED?	1
SCHEME	6
SCHEME.	1
SCHEMING	1
SCHICKT	1
SCHIFF	6
SCHMOE'	1
SCHOOL	20
SCHOOL
-ENVIRONMENT

THINGS	1
SCHOOL,	1
SCHOOL.	1
SCHOOL:	1
SCHOOLED	3
SCHOOLS	12
SCHULDET	1
SCHULTZ	2
SCHUMER	3
SCHUMER,	1
SCHWARZENEGGER	1
SCHWARZMAN	1
SCHWARZMAN!

GET	2
SCHWARZMAN,	1
SCHWARZMAN.	1
SCHWEI…	1
SCIENCE	12
SCIENCE!	9
SCIENCE,	2
SCIENCE.	3
SCIENTIFIC	2
SCIENTIST	3
SCIENTISTS	3
SCOLD.	1
SCOLDED	1
SCOLDING	1
SCORCHES	2
SCORE	3
SCORE"	2
SCORE:	5
SCORES	1
SCORNS	4
SCOTLAND'S	1
SCOTTER	1
SCOTTISH,	5
SCOTUS	27
SCRAMBLING	1
SCRAP	1
SCRAPPED	1
SCRAPPING	1
SCREAM	2
SCREAMING	4
SCREEN	1
SCREENING	2
SCREW	10
SCREWED	5
SCREWED.	1
SCRIBBLING	1
SCRUTINIZED	2
SCRUTINY	1
SCUM	3
SCUM!!!!!	1
SCUM.	2
SCUTTLE	2
SC…	18
SE	57
SEA	2
SEA,	1
SEAFOOD	1
SEALS	1
SEAMONSTER	1
SEAN	5
SEAN,	1
SEASIDE	1
SEASON	6
SEAT	8
SEATED	8
SEATING	1
SEATTLE	1
SEATTLE,	1
SEATTLE VIDEOS	1
SEAT…	2
SEB	8
SEBAGAI	2
SEBASTIAN	19
SEBOSO	1
SEC	5
SEC.	1
SEC.*

WILL	5
SEC?
TRUMP:	1
SECOND	12
SECOND.

TRUMP	1
SECONDED.	1
SECONDS	5
SECRET	84
SECRET.	1
SECRETARY	9
SECRETARY,	15
SECRETLY	1
SECRETLY…	2
SECRETO	3
SECRETS	5
SECRETS,	4
SECTION	2
SECTION)	7
SECTOR	1
SECTORS	2
SECUIRTY	1
SECULAR	1
SECURE.	1
SECURED	1
SECURING	1
SECURITY	46
SECURITY,	3
SECURITY.	1
SECURITY.
BUT	1
SECURITY."

@JAKETAPPER	2
SECURITY;	1
SEC–KNEW	1
SEDITION	2
SEE	199
SEE
DONALD…	1
SEE!	1
SEE...	1
SEED	2
SEEDS	5
SEEING	43
SEEK	1
SEEKING	1
SEEKS	33
SEEM	33
SEEMED	2
SEEMINGLY	1
SEEMS	23
SEEN	34
SEEN.	1
SEES	59
SEE…WHAT	2
SEGMENT	1
SEGUNDA	1
SEGURA	1
SEGÚN	2
SEI	1
SEINE	3
SEISMIC	7
SEITE	1
SEIZED	1
SEIZING	1
SEIZURE-INDUCING	1
SEIZURE-INDUCING'	1
SELBST	1
SELDOM'	1
SELECT	2
SELECTED,	1
SELECTIVELY	1
SELF	2
SELF-ABSORBED":	1
SELF-AGGRANDIZEMENT.	1
SELF-CREATED	2
SELF-DEALING	1
SELF-INFLICTED	3
SELF-PORTRAITS	1
SELF.	1
SELFISH	2
SELFISH,	3
SELFISH…	1
SELL	14
SELLERS	1
SELLING	5
SELLOUT	4
SELLS	1
SELL…	1
SELON	1
SEMESTER'S	1
SEMI-RESPECTABLE,	1
SEMI-RESPECTABL…	100
SEN.	22
SENATE	58
SENATOR	14
SENATOR.	1
SENATOR/TRUMP	1
SENATORS	23
SENATORS,	1
SENATORS.	1
SEND	57
SEND.	1
SENDING	20
SENDS	5
SENILE,	1
SENIOR	3
SENIOR:	1
SENIORS	28
SENIORS
-PUBLIC	1
SENIORS,	8
SENIORS:	1
SENIORS?	1
SENSATOS	1
SENSE	6
SENSE

BUSINESS	2
SENSE"	1
SENSE.	1
SENSE.'	1
SENSELESS	3
SENSIBLE	1
SENSITIVE/NATIONAL	1
SENT	41
SENTENCE	4
SENTENCED2	1
SENTIMENT	1
SENTINEL	2
SENTIRIA	1
SEPARATE	3
SEPARATELY	1
SEPARATION:
TRUMP	1
SEPERATELY	1
SEQUESTER	1
SER	10
SERIAL	4
SERIES	2
SERIOUS	21
SERIOUS,	1
SERIOUS.	19
SERIOUSLY	17
SERIOUSLY,	8
SERIOUSLY?	1
SERIOUS FUNNYMAN	1
SERONT	1
SERRAIT	1
SERRANO]	2
SERRER	2
SERTICH	1
SERVANTS.	1
SERVE	2
SERVED	1
SERVER	9
SERVERS	1
SERVES	4
SERVICE	46
SERVICE'S	1
SERVICE,	1
SERVICE.	4
SERVICE:…	2
SERVICES	4
SERVICES.	1
SERVICES?	1
SERVICE…	1
SERVICIO	3
SERVIC…	5
SERÁ	3
SERÍA	1
SERÍA:
VOTA	1
SES	2
SESAME	4
SESSIONS	2
SESSIONS
LOT	1
SESSION…	1
SET	17
SETBACK!	1
SETELAH	1
SETH	5
SETS	2
SETTING	6
SETTING,	33
SETTINGS…	2
SETTLED	1
SETTLEMENT?	1
SETTLEMENTS	1
SETUP,	1
SEVASTIAN_CARLO:	2
SEVEN	5
SEVERAL	106
SEVERE	1
SEX	4
SEX.	1
SEXISM	4
SEXISM+MISOGYNY	1
SEXIST	7
SEXIST,	3
SEXOSERVIDORAS…	1
SEXUAL	4
SEXU…	2
SEXY	1
SEÑOR	6
SE…	6
SGUARDO	1
SH-T	4
SHAADY	2
SHACKED	1
SHACKLED	5
SHADE	2
SHADOW	1
SHADOWY	4
SHADY	4
SHADY!	2
SHADY.	1
SHAFTED	1
SHAKE	166
SHAKE?	2
SHAKEN	3
SHAKES	2
SHAKEUP	1
SHAKING	11
SHAKI…	1
SHALLOW	1
SHAME	7
SHAME).	1
SHAME,	1
SHAME.	3
SHAME."	1
SHAMED	1
SHAMEFUL	15
SHAMEFUL,	1
SHAMEFUL.	1
SHAMELESS
TOTALLY	1
SHAMES	3
SHANAHAN	1
SHANE	1
SHANNON)	3
SHAPE	1
SHAPED	2
SHARE	20
SHARE!	1
SHARE).	1
SHARE.	18
SHARED	2
SHARES	1
SHARIA	5
SHARIAH	1
SHARING	2
SHARMAN	2
SHARP.	1
SHARPEST	1
SHART	1
SHARYL	1
SHA…	1
SHE	245
SHE'LL	1
SHE'S	21
SHEEN	2
SHEEP	1
SHEER	1
SHEET.	1
SHEETS	18
SHELDON	1
SHENANIGANS	40
SHERIFF	3
SHERIFF"	2
SHERIFF'	3
SHERIFFS	1
SHESTOKAS	1
SHIFT	3
SHIFT.	1
SHIFTS	4
SHINE.	1
SHIP	7
SHIT	69
SHIT
*A	1
SHIT!	2
SHIT!!

HTTPS://T.CO/S0ROQIYK97	1
SHIT.	8
SHIT....	1
SHIT...FROM	1
SHIT.A	1
SHIT?	1
SHITBAG	1
SHITTY	2
SHLD	1
SHNAIDER	1
SHOCK	2
SHOCK:	1
SHOCKED	78
SHOCKED...SHOCKED!
"TOP	2
SHOCKED?	1
SHOCKING	32
SHOCKING!	3
SHOCKING.	2
SHOCKS	3
SHOE	1
SHOEMAKER	1
SHOES	1
SHOES.	1
SHOOK	8
SHOOT	1
SHOOTER.	1
SHOOTING	3
SHOOTS	1
SHOP.	1
SHOPPING	1
SHORE,"	14
SHORE...WE	3
SHORE”:	1
SHORT	4
SHORT,	2
SHORTCHANGE	1
SHORTEN	2
SHORTEY	1
SHORT…	1
SHOT	6
SHOULD	271
SHOULD!	2
SHOULD'VE	2
SHOULD'V…	1
SHOULD,	1
SHOULDERS,	1
SHOULDN'T	7
SHOULDN’T	3
SHOUTING	1
SHOVE	1
SHOW	63
SHOW"	2
SHOW,	1
SHOW,ALSO	1
SHOW,TRUMP	1
SHOW.	1
SHOW...	1
SHOW....FLYNN	4
SHOW?	1
SHOWDOWN	1
SHOWED	70
SHOWER.	2
SHOWERED	2
SHOWING	20
SHOWING.	17
SHOWN	5
SHOWS	69
SHOWTIME	1
SHO…	4
SHRED	1
SHREDS	3
SHRUG.	3
SHRUGS	2
SHULKIN	2
SHUNNING	1
SHUT	9
SHUTDOWN	3
SHUTTING	1
SHUT…	1
SHY	2
SI	7
SIAPA?'	1
SIBLINGS	2
SICHER,	1
SICHERHEIT	1
SICK	30
SICK!	1
SICK,	3
SICK.	1
SICKENING.	3
SICKENS	1
SICKER	3
SICKNESS:	1
SICKO	2
SICK🤢"	1
SID	7
SIDE	3
SIDELINES	1
SIDES	1
SIDESHOW	2
SIE	1
SIEGE	1
SIEGE:	1
SIEMPRE	2
SIENTE	1
SIGH	2
SIGHT	8
SIGN	16
SIGN,	1
SIGN-MAKING	1
SIGN-UPS	3
SIGNAL	48
SIGNALLED	1
SIGNALS	1
SIGNED	4
SIGNIFICANT	6
SIGNING	1
SIGNS	4
SIGNS"	1
SIGNS?	1
SIGNS…	3
SIGN…	1
SIGUE	1
SIKH-AMERICAN,	2
SIKIŞALIM	1
SIKIŞMADI😂	1
SIKMADI..	1
SILENCE	1
SILENCE,	2
SILENCIO,	1
SILENT	7
SILENT.	2
SILENT;	1
SILLY	1
SILLY.	2
SILLY.
HARMLESS.
IN	1
SILVER	4
SIMILAR	10
SIMPLE	1
SIMPLE-HE	4
SIMPLE.	1
SIMPLY	7
SIN	2
SINCE	182
SIND	1
SINECURES	1
SING	1
SINGLE	64
SINGLE-SOURCED.	2
SINGULARLY	3
SINIRLENMIŞLER..	1
SINISTER	1
SINK	9
SINKING	7
SINLESSNESS,	1
SINO	6
SIN…	1
SIR	1
SIR,	1
SIR,

LOOKS	1
SISTERS.	1
SIT	3
SIT-DOWN	1
SITE	1
SITES	1
SITS	10
SITTING	8
SITUATION!	1
SITUATION,	1
SITZEN.	1
SIX	4
SIZABLE	6
SIZE	7
SIZE...	1
SJWS	1
SKATEBOARDERS	1
SKEET	2
SKEPTICAL	1
SKIING	1
SKILLED	1
SKILLS	2
SKILLS.	1
SKIN	24
SKIN,	1
SKIP	1
SKIPPING	2
SKIRT	1
SKY	2
SKYLER	1
SLAMMER	1
SLAMMING	2
SLAMS	38
SLAMS…	1
SLANDER	2
SLANDERED	2
SLANDERING	1
SLANDEROUS	1
SLAPPED	2
SLASH	19
SLASH-AND-BURN,	1
SLASHES	4
SLASHING	4
SLATHERED	1
SLAUGHTER.	1
SLAUGHTERED	2
SLAVE	2
SLAVERY,	1
SLAVES	2
SLAYYY	1
SLA…	1
SLEAZE	3
SLEDGEHAMMER-RESISTANT,	1
SLEEP	5
SLEEP,	1
SLEEPING	2
SLEEPING.	1
SLEEPLESS	1
SLEEVE	1
SLEPT	3
SLICK	3
SLICKED	1
SLIDE	9
SLIDE,	1
SLIDE.	1
SLIDE...	2
SLIDE?	1
SLIM	2
SLIMEBALL	1
SLIMY	2
SLIP	21
SLIP,	1
SLIP:	1
SLOW	1
SLOWED	1
SLOWLY	14
SLUSH	1
SMALL	22
SMALL"	1
SMALL-TOWN	1
SMALL’	2
SMARMY.	1
SMART	21
SMART.	2
SMARTER	3
SMARTER.	1
SMARTEST,	1
SMEAR	1
SMEAR
FAKE	15
SMEAR.	1
SMELLS	1
SMH	5
SMH...	1
SMH....	1
SMH…WHEN	2
SMILE	3
SMILING	1
SMIRK	1
SMIRKY	1
SMITH/WENTZ	1
SMOKE	3
SMOKEDDD	1
SMOKESCREEN~OBAMA	1
SMOKING	2
SMOKING).	1
SMOKING?	2
SMS4013249374	1
SMUG	9
SNAKE	3
SNARED	1
SNEAK.	1
SNIPER	1
SNITCH.	1
SNL	3
SNL.	1
SNOBBERY	2
SNOBS	1
SNOB…	1
SNOOP	35
SNOWDEN

#RUSSIAGATE…	1
SNOWFLAKE	4
SNOWFLAKE!	1
SNOWFLAKES	6
SNOW…	1
SNO…	2
SNR	1
SNUB	1
SNUBBED	4
SNUBBING	1
SNUBS	1
SNUCK	1
SNUFF	1
SO	423
SO!"	1
SO,	6
SO-CALLED	3
SO.	2
SO.
HTTPS…	38
SO...	1
SO...GORKA,	2
SO:	1
SOAK	11
SOAR	5
SOARING	2
SOARS	2
SOBER	1
SOBERBIA	1
SOBERING	1
SOBRE	16
SOCIAL	13
SOCIAL,	6
SOCIALIST	10
SOCIALIST,	1
SOCIALIST”	1
SOCIETY	1
SOCIETY,	1
SOCIETY.	2
SOCIETY…	1
SOCIO-ECONOMIC	1
SOC…	1
SOFT	1
SOFTENED	2
SOHO	2
SOLAR	1
SOLD	9
SOLDIER	1
SOLDIERS	7
SOLELY	1
SOLICITAN	1
SOLICITS	1
SOLICITUDES,	1
SOLID	1
SOLIDARITY	1
SOLIDARITY.TOGETHER	1
SOLO	5
SOLOMON:	1
SOLUTION.	1
SOLVE	2
SOLVENT-THEY	2
SOMALIA	1
SOMALIA,	2
SOMALIANS	1
SOME	198
SOME-AN…	1
SOME.	1
SOMEBODY	5
SOMEHOW	4
SOMEONE	85
SOMEONE'S	3
SOMETHING	39
SOMETHING,	2
SOMETHING.	1
SOMETIME?	2
SOMETIMES	5
SOMETIMES,	1
SOMEWHAT	1
SOMEWHERE	1
SOMEWHERE,	1
SOMMES	7
SON	20
SON'S	2
SON-IN-LAW	1
SON.	1
SONG	1
SONG,	2
SONGBIRD	1
SONHANDO.	5
SONRASI	1
SONRISAS	1
SONS	2
SONSABITCHES	1
SOON	8
SOON.	1
SOONER	3
SOOO	1
SOOOO	1
SOOOOOOO	1
SOOOOOOOOOOOOOO…	1
SORELY	1
SOROS	6
SOROS,	1
SORRY	9
SORRY,	4
SORRY..BUT	1
SORT	2
SORTENT	1
SORTS	2
SOUGHT	1
SOUHAITER	1
SOUL	3
SOULLESS	2
SOULLESS
GOLFING	1
SOULS	2
SOUND	13
SOUND.	1
SOUNDED	1
SOUNDS	9
SOUP	1
SOUP,	1
SOURCE	27
SOURCE.	2
SOURCE:	1
SOURCES	35
SOURCES,	3
SOURCES."	1
SOURCES:	1
SOURCES?	1
SOUTH	3
SOUTHERN	2
SOVEREIGNTY	1
SOVIET	2
SOVIETS.	1
SOW	2
SOWED	2
SOWETO.	2
SOÑADO	1
SOĞUK	1
SPACE	3
SPACE,	1
SPAM.	1
SPAR	2
SPARE	11
SPARED	1
SPARK	8
SPAT
HTTPS://T.CO/J9FMFENG4R
@TWITCHIETWAT	2
SPAT-NOBODY	1
SPAWN	1
SPA…	2
SPEAK	12
SPEAK!	1
SPEAK.	2
SPEAKER	1
SPEAKING	8
SPEAKS	4
SPECIAL	23
SPECIAL:	1
SPECIALLY	1
SPECIA…	2
SPECIES	3
SPECIES....	1
SPECIFIC	1
SPECIFICALLY	1
SPECTATOR	1
SPECTER	2
SPECULATION	2
SPEECH	23
SPEECH!…	1
SPEECH.	1
SPEECH?	1
SPEECHES	1
SPEECHES."	1
SPEECHS.	1
SPEED	8
SPEEDENEWS:	1
SPELL	1
SPENCER	4
SPEND	43
SPENDING	18
SPENDING

THAT	1
SPENDING!"	1
SPENDING!"
TRUMP:	1
SPENDING.	2
SPENDING…	1
SPENDS	8
SPENT	53
SPESIFIK	1
SPEW	2
SPEWED	2
SPEWING	2
SPHINCTER	1
SPICER	10
SPICER'S	2
SPICER,	1
SPICER.	1
SPIED	22
SPIES	1
SPIKE	4
SPIKED	1
SPILL	4
SPIN	1
SPINES	1
SPIRALE	1
SPIRIT	9
SPIT	1
SPITE	7
SPOILED	3
SPOILED,	1
SPOKE	1
SPOKEN	2
SPOKESMAN	2
SPONGE	2
SPONSOR	1
SPORT.TRUMP'S	1
SPORTS	1
SPORTS,	1
SPORTSWRITING	1
SPOT	3
SPOT-ON.

BUT	2
SPOT.	1
SPOTKANIU	1
SPOTLIGHTS	2
SPOUSES	1
SPRAY-TANNED	1
SPREAD	9
SPREADING	4
SPRING	4
SPRINGSTEEN	1
SPRINGSTEEN,	1
SPRINGSTEEN:	1
SPY	15
SPYING	6
SP…	1
SQUANDERING	1
SQUARE	1
SQUAWK	1
SQUIRM.

#AMJOY…	5
SR	2
SR.	2
SS	1
SSCI	16
SSCI,	6
ST	12
ST,	1
ST.	8
STABILIZING	3
STABS	1
STACEY	1
STACK	1
STACKING	1
STACKS	2
STAFF	4
STAFFERS	5
STAGE	13
STAGE.	2
STAGED	10
STAGGERING.	4
STAGNATION	1
STAHL	1
STAKE	4
STALKS	2
STALL	2
STAMINA.	1
STAMINA;
TILLERSON	1
STAMP	1
STAMPS	1
STAMPS?	39
STAMP…	1
STAN	1
STANCE	1
STAND	38
STAND'-THE	1
STANDARD	4
STANDARDS	37
STANDARDS…	2
STANDBY	1
STANDING	48
STANDS	2
STAR	1
STAR-TURNED-POLITICIAN	1
STAR:	1
STARCUCKS	2
STARED	1
STARES	1
STARKLY	4
STARRD	1
START	80
START!	4
START.	4
STARTED	18
STARTED!	1
STARTED,	1
STARTING	14
STARTS	25
STARVATION	2
STARVE	6
STARVE!	1
STARVE!!!	1
STARVE,	1
STARVE.	1
STARVES	1
STARVES...	1
STARVING	5
STARVING.	1
STASH???	1
STATE	80
STATE"	1
STATE-SPONSORED	1
STATE-TRUMP	1
STATE.	1
STATE.
IMAGINE	1
STATE."	2
STATE...	1
STATE;
TRUMP	1
STATED	8
STATEMENT	17
STATEMENT

	1
STATEMENT
HTTPS://T.CO/T…	2
STATEMENTS	39
STATEMENTS,	3
STATEN	1
STATES	79
STATES!	1
STATES!!	1
STATES!!!	1
STATES,	2
STATES-PLAYED	1
STATES.	2
STATES.”

ACTUALLY:	21
STATESMAN	2
STATES…	10
STATE’S	1
STATE”	2
STATE…	6
STATING	1
STATIONS	2
STATUS	2
STAUNCH	1
STAUNCHEST	4
STAY	36
STAY!	1
STAY,	2
STAYED	2
STAYING	3
STAYS	8
STAY…	1
STEAK	1
STEAKS,	2
STEAL	2
STEALING	2
STEALS	1
STEAMING	1
STEAMROLLS	1
STEEL	9
STEEL,	1
STEIN	4
STEIN-AND	1
STEIN-WHO	1
STELTER	1
STEMS	1
STEP	5
STEP:	16
STEPHEN	13
STEPPED	3
STEPS	5
STEVE	28
STEVE)	2
STEVEN	1
STEWARD	1
STEWARDSHIP	1
STFU.	1
STICK	2
STICKER	2
STIFFEN	1
STILL	168
STILL...	1
STILL:	1
STIMULATE	1
STINK	1
STIRS	5
STOCK	5
STOCKING.	1
STOCKS	3
STOKES	1
STOLE	7
STOLEN	14
STOLEN.	5
STOLEN…	17
STOMACH	1
STONE	10
STONE,	11
STONE-FACED.

LOOKS	1
STONEWALLING,	1
STOOD	4
STOOGE	1
STOOGES	1
STOP	63
STOP.	2
STOP?

#FOXANDFRIENDS	2
STOPPED	13
STOPPED.	1
STOPPING	1
STOPS	16
STORE	5
STORE–ONE	1
STORIES	11
STORIES,	1
STORIES.	1
STORM	10
STORM:…	1
STORY	31
STORY!'	1
STORY,	2
STORY.	2
STORY.
#FOXNEWS	1
STORY;	6
STORY?	8
STORY?LAPTOP	1
STO…	3
STRAIGHT	13
STRAIGHT!	1
STRAIGHT,	1
STRAIGHT.	1
STRAINING	1
STRANGE	1
STRANGE,	1
STRANGELY	1
STRANGER	1
STRANGERS.	1
STRATEGIC	2
STRATEGIST	3
STRATEGY	1
STRATEGY.	1
STRATEGY:	1
STRATEGY:
PETULANCE	1
STRAW	7
STREAK,	1
STREAM	1
STREET	9
STREET,	40
STREET.

IF	1
STREET’	1
STRENGTH	4
STRENGTHEN	2
STRESS	1
STRESSFUL	1
STRIKE	22
STRIKE
HTTPS://T.CO/4F4E9EVOLK	1
STRIKE,	1
STRIKE.
HTTPS://T.CO/YYFWVA8DRV…	2
STRIKES	1
STRIKING:	1
STRING:EVIDENCE	1
STRINGS.	1
STRIP	6
STRIPES,	1
STRIPPING	1
STRNG	1
STROKE	1
STROLLS	3
STRONG	22
STRONG!	1
STRONG,	1
STRONGER	3
STRONGER…	1
STRONGEST	3
STRONGLY	8
STRONGLY…	1
STRONGMAN.	1
STRONGMEN.	1
STRUCK	3
STRUCTURE	2
STRUCTURES	1
STRUGGLING	4
STR…	1
STUCK	8
STUDENT	28
STUDENT-WORK	1
STUDENTS	15
STUDENTS,	1
STUDENTS.	5
STUDENTS.

KNOW	1
STUDIES	1
STUDY	3
STUFF	6
STUFF,	1
STUFF.	2
STUMBLES	1
STUMP	1
STUMP.	1
STUMP?	1
STUMPS	1
STUNNING	6
STUNNING.	1
STUNTING	1
STUPID	36
STUPID"..	3
STUPID.	2
STUPID?	2
